N,P,K,temperature,humidity,ph,rainfall,label
37,124,20,27.78,95.11,5.45,42.6,Pomegranate
22,123,24,25.78,95.62,4.87,48.43,Pomegranate
32,109,19,27.55,91.05,5.05,53.99,Pomegranate
34,123,8,26.71,94.69,5.48,57.37,Pomegranate
38,120,8,27.65,97.41,4.78,50.16,Pomegranate
39,117,17,25.68,91.03,5.73,50.9,Pomegranate
23,106,17,27.72,93.99,5.35,44.27,Pomegranate
29,109,10,27.09,97.11,4.85,47.46,Pomegranate
21,112,16,24.55,93.75,5.32,55.2,Pomegranate
35,106,14,24.98,97.5,5.7,55.29,Pomegranate
31,99,127,23.98,30.22,7.6,138.31,Banana
26,94,112,23.36,34.69,7.28,132.16,Banana
25,99,127,20.89,30.1,7.12,142.11,Banana
31,109,117,24.17,31.46,7.53,147.23,Banana
29,108,109,21.12,33.42,7.56,146.46,Banana
33,93,120,24.09,34.77,7.75,132.59,Banana
29,104,123,22.14,28.03,7.3,141.1,Banana
36,99,123,24.11,29.46,7.08,137.32,Banana
33,100,110,20.59,31.95,7.22,136.85,Banana
37,95,114,20.65,32.06,7.67,140.17,Banana
35,101,113,23.3,37.05,8.01,135.22,Banana
41,98,126,23.57,31.31,7.15,132.39,Banana
31,97,124,23.77,34.63,7.07,147.13,Banana
37,110,121,22.37,30.58,7.22,147.61,Banana
38,112,129,23.68,33.2,7.9,148.42,Banana
39,94,117,21.53,37.22,7.84,140.16,Banana
39,111,115,21.53,32.95,7.59,142.0,Banana
25,98,129,21.31,27.64,7.98,131.23,Banana
24,107,110,22.52,35.69,7.41,141.76,Banana
24,98,128,24.06,27.46,7.89,141.68,Banana
28,110,116,22.18,36.31,7.9,131.54,Banana
34,107,110,24.12,36.66,7.27,147.33,Banana
36,108,127,22.53,31.53,7.99,133.85,Banana
34,110,123,20.91,31.48,7.17,143.16,Banana
36,108,127,23.78,32.14,7.89,138.63,Banana
41,96,112,22.95,34.4,7.76,132.87,Banana
24,104,111,22.86,32.6,7.12,134.31,Banana
36,103,119,22.81,33.57,7.58,143.9,Banana
33,105,112,24.14,33.87,7.51,145.66,Banana
34,106,128,20.42,33.38,7.08,145.16,Banana
43,103,129,22.9,27.43,8.0,143.04,Banana
40,104,126,22.49,37.28,7.61,147.57,Banana
44,108,128,20.68,30.19,7.71,131.6,Banana
32,95,129,22.29,29.05,7.06,142.37,Banana
31,109,128,20.38,30.49,7.61,147.77,Banana
25,101,122,22.25,29.26,7.82,139.9,Banana
29,105,118,23.36,34.05,7.68,141.41,Banana
38,92,129,20.35,32.56,7.95,144.72,Banana
36,96,124,23.6,31.26,7.62,140.82,Banana
27,96,115,22.85,35.11,7.62,149.26,Banana
27,97,124,22.33,31.15,7.33,142.39,Banana
26,95,115,20.85,36.73,7.62,148.19,Banana
31,111,118,23.06,30.43,7.28,134.33,Banana
27,107,125,22.94,31.79,7.28,135.94,Banana
35,103,123,22.79,30.93,7.61,149.0,Banana
24,102,124,22.38,36.23,7.44,147.19,Banana
27,111,118,22.55,35.88,7.48,138.84,Banana
25,105,120,21.37,28.26,7.77,134.22,Banana
34,93,120,23.85,31.09,7.78,137.42,Banana
40,93,126,23.51,28.86,7.89,138.98,Banana
43,105,122,22.18,34.59,7.7,146.42,Banana
27,106,115,21.21,27.55,7.49,144.08,Banana
24,103,116,21.08,35.89,7.96,138.33,Banana
37,96,126,21.04,33.98,7.91,135.95,Banana
41,112,115,23.45,27.91,7.65,145.71,Banana
30,111,122,23.0,31.73,7.71,144.9,Banana
29,96,110,21.98,29.37,7.54,140.51,Banana
36,95,111,21.68,27.61,7.88,147.41,Banana
29,92,115,23.93,31.65,7.51,134.56,Banana
34,102,117,23.5,36.43,7.48,130.9,Banana
24,112,121,22.72,37.3,7.12,150.5,Banana
37,109,128,22.48,32.03,7.53,130.79,Banana
28,103,119,23.81,34.62,7.51,139.7,Banana
26,111,112,21.12,36.6,7.83,148.01,Banana
29,100,121,21.33,35.45,7.21,140.85,Banana
26,107,125,24.13,31.88,7.9,147.29,Banana
29,109,126,23.5,30.19,7.5,143.48,Banana
33,110,124,20.49,28.14,7.09,134.89,Banana
42,96,127,22.24,36.35,7.58,134.16,Banana
35,97,117,21.88,33.27,7.66,143.56,Banana
36,98,115,22.79,33.08,7.93,140.79,Banana
39,103,127,20.3,34.05,7.14,137.91,Banana
32,106,122,22.48,36.37,7.64,142.59,Banana
34,100,114,22.69,30.24,7.58,149.48,Banana
24,99,112,22.98,36.43,8.04,148.98,Banana
41,101,114,22.51,31.06,7.7,142.31,Banana
35,110,129,22.34,32.53,7.42,133.13,Banana
25,95,113,23.61,36.77,7.98,135.14,Banana
44,109,109,20.62,35.38,7.68,134.14,Banana
37,108,129,23.87,28.93,7.06,141.12,Banana
25,110,115,20.9,33.94,7.51,138.81,Banana
38,109,124,21.57,35.5,7.16,134.17,Banana
24,94,119,21.78,35.63,7.63,132.62,Banana
42,94,129,21.31,35.35,7.18,146.36,Banana
30,97,110,21.01,29.44,7.56,134.33,Banana
34,94,111,20.9,30.8,7.52,144.33,Banana
28,95,112,21.09,29.07,7.82,147.32,Banana
31,100,124,20.96,32.23,7.17,136.17,Banana
24,96,110,22.19,32.89,7.63,149.73,Banana
29,109,127,22.52,30.65,7.36,141.03,Banana
33,112,128,20.5,35.23,7.18,133.76,Banana
36,98,111,21.08,35.77,8.02,138.83,Banana
33,98,109,21.77,27.97,7.48,132.21,Banana
24,96,112,23.74,32.67,7.6,132.8,Banana
28,101,116,23.09,35.26,7.17,147.46,Banana
37,94,121,21.51,30.25,7.85,138.66,Banana
44,100,123,23.0,31.28,7.23,144.68,Banana
31,100,129,21.36,33.99,7.77,133.37,Banana
30,106,129,22.81,36.45,7.59,149.23,Banana
26,104,121,21.98,35.54,7.2,143.82,Banana
30,108,173,14.15,38.99,4.68,237.58,Mango
37,128,158,16.0,32.13,4.78,230.46,Mango
37,128,159,14.75,38.81,5.02,238.54,Mango
38,124,157,14.95,31.52,4.74,250.24,Mango
26,118,174,17.66,38.72,5.3,243.37,Mango
43,111,164,14.62,32.56,4.78,232.0,Mango
27,111,166,18.11,32.6,5.17,250.03,Mango
28,112,172,16.58,30.99,5.49,232.96,Mango
30,108,157,16.22,35.52,5.3,245.13,Mango
36,123,157,15.8,34.92,5.1,241.0,Mango
40,117,163,14.55,36.21,5.54,247.78,Mango
39,109,163,17.38,31.65,5.04,233.96,Mango
42,126,163,17.51,33.48,5.55,240.05,Mango
26,118,167,17.87,35.6,5.47,230.82,Mango
43,118,171,17.09,34.24,5.16,239.78,Mango
28,115,159,16.72,31.49,5.37,241.88,Mango
25,111,160,16.92,33.0,5.15,243.91,Mango
25,118,175,17.21,36.05,5.22,246.6,Mango
33,123,172,16.1,33.92,5.03,247.83,Mango
32,114,155,16.22,33.08,5.57,243.4,Mango
30,112,160,14.51,34.88,5.37,247.51,Mango
43,118,161,16.71,30.46,5.34,242.87,Mango
31,123,164,14.95,39.54,4.61,239.5,Mango
40,125,175,16.45,39.4,4.9,246.72,Mango
26,128,170,14.14,31.79,4.6,232.8,Mango
36,126,168,14.29,35.36,5.22,232.87,Mango
33,123,157,17.69,31.78,4.85,241.75,Mango
40,110,170,17.26,34.13,5.45,247.76,Mango
43,110,155,15.24,36.83,4.98,230.75,Mango
31,114,169,15.59,32.85,4.76,248.1,Mango
41,109,158,15.19,35.83,4.8,239.77,Mango
40,114,168,17.31,31.65,5.13,244.19,Mango
38,116,161,15.9,31.72,5.08,245.94,Mango
36,117,163,15.34,32.87,5.0,237.08,Mango
36,115,158,16.96,32.86,5.33,234.64,Mango
38,115,157,16.93,31.92,4.91,241.97,Mango
27,118,172,14.94,39.63,5.31,234.25,Mango
32,116,159,16.96,37.52,4.73,247.95,Mango
36,120,161,15.05,35.66,4.74,241.45,Mango
25,115,157,14.43,32.15,5.14,240.97,Mango
24,116,160,15.74,32.17,5.27,238.22,Mango
40,124,174,17.97,36.8,5.57,241.75,Mango
30,116,175,15.33,39.18,5.06,235.73,Mango
38,128,172,17.02,33.37,4.68,237.23,Mango
31,115,163,14.5,32.43,5.12,231.42,Mango
27,126,169,16.35,30.98,5.56,242.1,Mango
23,117,175,16.72,37.1,5.51,233.91,Mango
29,115,174,17.98,31.6,5.08,235.71,Mango
38,110,159,14.28,30.87,5.3,240.86,Mango
34,115,165,18.06,35.22,5.15,240.1,Mango
31,124,159,17.99,35.83,4.66,245.46,Mango
38,116,160,16.21,32.27,4.76,247.6,Mango
32,113,160,16.37,39.7,5.03,233.21,Mango
43,121,173,18.1,37.4,5.46,241.56,Mango
37,116,169,17.18,30.55,5.48,250.33,Mango
27,125,158,14.21,31.54,5.1,233.68,Mango
36,121,161,16.66,35.75,5.51,236.18,Mango
37,111,173,15.96,36.42,5.33,231.89,Mango
41,109,175,14.2,33.97,4.68,245.74,Mango
28,122,164,15.5,39.46,5.09,242.24,Mango
33,120,157,16.73,36.23,5.18,246.59,Mango
33,110,175,17.65,35.81,4.7,238.56,Mango
33,111,175,18.0,38.87,5.12,234.28,Mango
33,128,172,16.45,39.23,4.82,231.45,Mango
25,108,158,14.97,35.41,5.45,247.97,Mango
30,122,174,17.13,33.23,4.92,247.17,Mango
42,119,164,14.75,36.51,4.7,235.54,Mango
36,108,175,16.64,37.98,5.12,233.05,Mango
25,113,168,17.06,31.82,5.24,242.06,Mango
33,124,156,16.4,37.0,4.91,231.85,Mango
35,116,174,14.48,38.3,4.82,241.76,Mango
26,122,160,16.93,36.64,5.2,242.93,Mango
39,117,173,15.96,34.94,4.88,240.04,Mango
34,119,157,14.62,32.53,4.77,243.98,Mango
33,122,158,14.96,36.47,5.09,243.54,Mango
23,128,167,17.1,34.34,5.52,249.37,Mango
40,109,159,17.83,35.33,5.26,239.35,Mango
36,117,174,15.53,37.95,4.75,240.47,Mango
34,124,161,14.3,39.85,5.3,237.61,Mango
39,109,173,16.38,35.36,5.34,239.23,Mango
29,120,157,17.28,31.87,4.58,237.24,Mango
24,112,174,17.25,33.99,4.73,235.28,Mango
35,118,169,15.52,31.77,4.91,241.04,Mango
24,117,169,16.41,39.05,5.36,231.88,Mango
23,117,166,15.33,33.26,5.12,244.67,Mango
29,118,166,15.47,39.07,5.55,236.58,Mango
31,109,160,17.36,37.25,5.32,232.9,Mango
37,119,165,14.52,34.18,4.81,241.31,Mango
32,116,164,16.12,35.12,5.32,237.37,Mango
31,122,166,15.8,36.14,5.4,249.66,Mango
27,126,169,14.54,36.54,4.81,233.12,Mango
32,114,174,17.48,38.38,5.06,235.24,Mango
30,117,174,15.13,35.69,4.94,233.72,Mango
30,115,175,18.12,31.66,5.41,245.36,Mango
26,116,164,15.53,36.33,4.87,234.35,Mango
23,112,171,18.06,40.34,5.16,233.27,Mango
42,119,166,16.48,34.12,4.93,243.9,Mango
24,128,160,16.52,37.36,5.2,235.07,Mango
35,119,169,15.89,35.63,4.6,237.99,Mango
43,124,160,14.76,33.5,5.55,240.61,Mango
8,110,169,23.62,49.71,6.54,61.87,Grapes
11,106,187,23.97,49.0,6.65,73.82,Grapes
12,112,172,24.6,51.09,6.66,67.03,Grapes
0,107,181,23.44,46.85,6.64,61.05,Grapes
12,112,173,23.72,49.72,6.29,75.03,Grapes
0,119,188,22.92,45.98,5.73,62.5,Grapes
1,103,185,24.98,51.21,6.29,72.94,Grapes
1,120,180,22.64,45.4,5.84,64.9,Grapes
4,108,180,25.6,50.54,6.67,72.8,Grapes
1,109,175,25.62,47.11,6.35,62.28,Grapes
6,114,178,25.95,48.31,5.89,65.42,Grapes
0,110,189,26.37,43.36,6.04,61.17,Grapes
11,108,174,24.04,45.72,5.92,59.76,Grapes
9,102,187,26.38,52.66,6.53,73.01,Grapes
1,102,183,23.21,49.18,5.88,64.41,Grapes
6,117,188,25.88,51.73,6.16,59.31,Grapes
11,106,171,23.1,44.09,6.49,71.16,Grapes
1,103,178,25.85,47.67,5.85,73.99,Grapes
0,100,178,24.17,43.91,6.38,62.87,Grapes
10,108,176,22.8,46.89,6.07,72.1,Grapes
4,104,182,23.95,44.93,6.64,72.35,Grapes
0,106,181,24.57,47.53,6.47,59.02,Grapes
2,102,173,22.87,46.84,6.52,63.32,Grapes
0,111,188,22.79,43.05,6.51,71.1,Grapes
6,112,180,24.25,47.65,6.0,55.73,Grapes
5,115,188,24.0,52.24,5.75,69.5,Grapes
0,105,173,23.28,47.65,6.45,73.91,Grapes
4,106,178,25.69,52.92,5.91,71.3,Grapes
0,106,184,22.88,51.24,6.45,74.49,Grapes
0,104,183,25.37,45.15,6.7,69.35,Grapes
5,112,174,24.21,51.33,5.97,59.34,Grapes
0,100,182,24.65,46.61,5.95,65.99,Grapes
6,107,180,23.73,47.32,6.51,61.16,Grapes
0,108,187,25.44,46.03,6.07,56.75,Grapes
9,102,186,25.39,44.25,6.68,58.43,Grapes
11,109,171,23.04,45.96,6.2,60.96,Grapes
11,111,172,23.63,49.61,5.86,59.75,Grapes
2,110,186,24.97,51.98,6.13,55.78,Grapes
0,120,187,23.07,51.21,6.48,58.89,Grapes
0,104,174,23.06,50.37,6.27,63.84,Grapes
0,105,180,26.29,50.93,6.06,67.46,Grapes
9,104,177,24.34,47.14,6.63,71.88,Grapes
7,117,184,25.51,44.7,6.38,73.4,Grapes
8,111,174,26.5,43.06,6.44,74.84,Grapes
0,102,183,25.42,51.57,6.7,59.61,Grapes
6,105,188,26.28,50.05,6.72,55.99,Grapes
0,116,185,25.89,49.7,6.53,73.29,Grapes
0,113,177,26.42,43.92,6.07,64.49,Grapes
1,119,170,23.36,51.34,6.38,57.46,Grapes
0,118,170,22.75,45.06,5.94,75.12,Grapes
11,107,174,25.98,49.6,5.79,73.78,Grapes
3,109,174,25.15,49.45,6.03,65.04,Grapes
9,100,189,23.94,45.23,6.73,58.96,Grapes
0,117,173,24.11,44.85,6.41,70.23,Grapes
12,111,180,24.03,51.16,6.6,65.07,Grapes
6,112,169,25.67,44.28,6.17,57.37,Grapes
12,108,179,23.66,52.69,6.43,64.73,Grapes
12,116,174,25.54,48.07,6.49,61.46,Grapes
4,116,184,23.58,43.95,6.03,58.79,Grapes
0,115,188,24.01,50.61,6.52,59.78,Grapes
4,111,177,23.24,49.81,6.65,65.93,Grapes
4,111,189,22.75,45.07,6.54,61.05,Grapes
2,119,173,24.68,49.09,6.2,61.1,Grapes
0,106,176,25.77,49.52,6.26,70.12,Grapes
0,115,179,24.93,45.18,6.57,62.9,Grapes
0,107,184,26.31,52.83,6.03,70.17,Grapes
12,108,175,25.87,50.93,6.17,64.39,Grapes
12,101,189,24.82,45.66,5.85,63.48,Grapes
5,101,188,26.1,52.57,6.12,55.47,Grapes
1,114,172,24.55,44.46,6.62,69.01,Grapes
0,112,176,23.11,45.76,5.81,69.33,Grapes
1,112,183,24.4,45.85,6.64,62.92,Grapes
4,100,188,26.16,51.07,6.51,65.64,Grapes
0,110,181,26.09,51.7,6.41,71.36,Grapes
0,116,179,24.35,47.77,6.21,56.7,Grapes
3,115,173,23.51,50.88,6.58,59.48,Grapes
0,101,170,25.3,48.58,6.1,57.1,Grapes
7,102,189,22.62,44.04,6.61,58.67,Grapes
10,120,189,23.21,45.06,6.41,72.65,Grapes
0,105,188,25.29,46.79,6.42,75.03,Grapes
0,119,186,26.35,51.44,5.91,70.31,Grapes
0,106,175,23.97,45.41,5.88,58.42,Grapes
12,117,173,22.84,43.05,6.54,66.7,Grapes
9,109,174,23.08,46.71,6.04,62.46,Grapes
0,111,176,25.03,52.87,6.02,71.65,Grapes
3,113,182,26.37,44.49,6.15,59.89,Grapes
1,109,188,26.31,43.9,5.75,56.8,Grapes
0,114,187,22.83,48.22,6.5,73.13,Grapes
0,115,173,23.55,50.22,6.39,59.43,Grapes
0,117,171,25.56,45.8,6.24,74.35,Grapes
0,105,175,25.27,45.48,6.45,57.56,Grapes
4,115,178,23.29,47.67,6.15,72.34,Grapes
8,109,185,24.01,44.8,5.79,64.08,Grapes
0,120,187,22.72,45.25,6.35,62.27,Grapes
10,113,179,25.53,48.09,6.33,65.8,Grapes
8,113,174,25.84,51.52,6.05,67.24,Grapes
5,117,172,23.8,49.74,6.04,58.26,Grapes
12,116,174,23.67,45.38,5.96,70.54,Grapes
5,103,181,26.46,48.53,6.68,59.75,Grapes
0,102,171,23.54,47.47,6.06,71.13,Grapes
14,5,6,25.07,65.92,8.16,192.09,Watermelon
25,20,12,23.95,56.35,8.55,179.66,Watermelon
26,14,19,24.26,61.62,8.85,184.88,Watermelon
27,12,15,25.82,56.79,8.26,184.13,Watermelon
30,16,5,24.53,64.59,8.03,176.9,Watermelon
30,10,5,26.32,60.51,8.24,178.68,Watermelon
19,16,7,24.19,57.46,8.7,182.54,Watermelon
13,6,10,26.1,61.09,8.34,195.78,Watermelon
24,13,7,26.41,61.48,8.52,181.57,Watermelon
20,16,16,26.71,63.64,8.67,186.22,Watermelon
22,14,9,24.03,58.11,8.65,180.24,Watermelon
28,5,11,26.48,58.21,8.12,178.06,Watermelon
15,17,5,27.41,60.57,8.48,185.87,Watermelon
28,22,17,23.81,60.38,8.88,192.23,Watermelon
27,10,13,24.58,63.59,8.25,189.06,Watermelon
26,5,5,26.61,65.21,8.25,186.68,Watermelon
20,9,9,24.89,66.24,8.02,184.57,Watermelon
26,22,8,27.69,65.16,8.53,182.79,Watermelon
30,11,5,26.91,64.59,8.73,189.35,Watermelon
24,16,18,24.03,60.29,8.32,193.64,Watermelon
32,18,22,27.46,62.11,8.84,187.39,Watermelon
29,15,20,27.58,61.67,8.26,185.26,Watermelon
19,18,5,26.31,65.98,8.75,181.39,Watermelon
26,24,5,25.43,60.55,8.27,190.73,Watermelon
22,5,13,24.62,63.5,8.4,180.63,Watermelon
21,13,18,25.59,60.87,8.45,191.92,Watermelon
25,18,12,25.2,57.88,8.6,192.67,Watermelon
16,23,10,24.18,62.5,8.23,183.62,Watermelon
22,10,5,24.78,57.59,8.72,196.78,Watermelon
31,20,21,25.08,62.28,8.84,181.04,Watermelon
13,5,14,24.42,65.04,8.19,187.61,Watermelon
27,23,14,25.65,59.6,8.16,186.32,Watermelon
18,9,18,25.45,62.71,8.65,187.61,Watermelon
26,19,22,23.79,65.73,8.24,181.36,Watermelon
31,11,22,24.95,63.64,8.21,194.86,Watermelon
29,5,22,24.11,61.46,8.85,194.08,Watermelon
19,6,16,27.56,60.15,8.87,181.49,Watermelon
18,21,8,24.74,58.05,8.52,187.2,Watermelon
21,14,14,27.11,64.06,8.56,181.92,Watermelon
16,10,13,26.83,59.86,8.62,178.7,Watermelon
17,11,7,24.03,57.76,8.94,194.74,Watermelon
13,21,5,26.91,59.37,8.93,186.72,Watermelon
28,5,11,23.78,65.81,8.54,191.71,Watermelon
22,5,9,25.55,64.78,8.77,193.05,Watermelon
21,24,17,26.52,57.17,8.5,191.54,Watermelon
27,5,11,27.05,63.88,8.26,193.84,Watermelon
22,19,21,24.42,66.02,8.75,195.24,Watermelon
13,16,5,25.61,63.31,8.84,189.82,Watermelon
28,17,8,24.4,64.91,8.68,184.87,Watermelon
31,19,9,26.3,57.62,8.79,184.63,Watermelon
27,5,19,25.15,62.22,8.13,186.06,Watermelon
16,15,20,24.53,64.84,8.39,184.0,Watermelon
23,15,18,25.76,60.74,8.78,194.75,Watermelon
22,19,11,26.34,57.7,8.77,194.89,Watermelon
15,12,21,24.94,63.35,8.43,186.89,Watermelon
25,7,12,24.45,61.66,8.94,177.45,Watermelon
12,5,20,25.33,63.69,8.56,178.09,Watermelon
17,17,15,26.27,60.48,8.74,192.55,Watermelon
15,23,16,27.3,57.75,8.42,188.07,Watermelon
21,6,20,25.23,59.33,8.95,186.75,Watermelon
13,5,10,25.43,64.93,8.09,189.99,Watermelon
26,8,18,26.26,62.13,8.84,191.1,Watermelon
12,8,20,26.47,64.99,7.97,195.03,Watermelon
23,19,17,24.53,62.2,8.6,181.29,Watermelon
14,24,5,26.84,65.23,8.73,192.45,Watermelon
24,16,7,25.55,59.3,8.04,195.69,Watermelon
20,23,5,26.23,57.68,8.25,193.07,Watermelon
32,23,14,27.68,64.28,8.95,192.55,Watermelon
23,12,16,26.61,62.94,8.02,192.82,Watermelon
21,19,22,23.94,56.46,8.09,193.54,Watermelon
26,24,9,26.73,59.89,8.08,178.65,Watermelon
16,5,14,27.01,65.49,8.43,191.47,Watermelon
24,10,22,26.61,66.32,8.91,196.74,Watermelon
18,10,10,27.68,64.55,8.81,193.09,Watermelon
24,20,5,27.44,64.14,8.91,191.03,Watermelon
27,19,9,27.31,58.63,8.88,194.5,Watermelon
29,16,7,23.85,57.69,8.28,182.19,Watermelon
21,24,15,23.93,60.42,8.46,185.73,Watermelon
16,24,22,27.15,60.41,8.23,176.83,Watermelon
30,12,9,25.68,63.06,8.24,177.22,Watermelon
27,6,10,24.72,61.8,8.14,193.11,Watermelon
16,15,11,26.31,64.77,8.63,185.13,Watermelon
19,21,17,27.09,61.05,8.03,193.91,Watermelon
25,5,18,26.54,65.72,8.37,184.25,Watermelon
17,6,12,24.36,58.01,8.62,191.61,Watermelon
23,24,7,26.03,56.61,8.48,184.97,Watermelon
15,20,5,24.39,57.02,8.1,195.14,Watermelon
20,18,22,26.06,60.22,8.5,185.88,Watermelon
13,14,16,26.36,60.71,8.52,191.12,Watermelon
17,18,12,26.78,61.41,8.22,185.5,Watermelon
24,6,9,24.25,60.4,8.51,184.17,Watermelon
19,16,15,27.67,58.69,8.32,183.0,Watermelon
23,14,20,27.42,56.37,8.74,178.34,Watermelon
19,24,5,25.87,58.31,8.04,177.88,Watermelon
21,8,12,26.93,56.37,8.9,191.47,Watermelon
15,17,5,27.41,57.47,8.63,188.9,Watermelon
26,13,10,25.31,58.62,8.16,180.22,Watermelon
17,6,18,27.19,58.68,8.37,196.35,Watermelon
18,22,11,27.64,56.45,8.02,193.03,Watermelon
17,21,7,23.85,64.5,7.97,192.9,Watermelon
6,29,130,19.43,53.01,5.88,118.67,Muskmelon
0,29,123,20.7,47.54,6.52,117.69,Muskmelon
0,35,123,17.53,47.12,6.19,134.3,Muskmelon
0,44,134,21.05,50.9,6.17,136.26,Muskmelon
0,30,138,19.47,54.36,6.73,122.3,Muskmelon
7,38,122,19.09,55.03,5.92,119.22,Muskmelon
0,47,131,17.95,48.98,6.59,122.36,Muskmelon
0,30,127,18.96,53.5,6.42,118.53,Muskmelon
9,46,126,18.21,49.41,6.69,136.28,Muskmelon
9,43,125,20.56,47.11,6.26,123.61,Muskmelon
0,46,125,20.68,48.98,6.21,134.86,Muskmelon
0,30,136,20.6,55.42,6.26,123.5,Muskmelon
9,38,138,18.98,54.98,6.0,129.38,Muskmelon
0,35,119,19.8,46.53,5.94,134.13,Muskmelon
0,36,136,17.36,51.44,6.02,133.47,Muskmelon
4,36,120,20.59,48.41,6.15,123.42,Muskmelon
6,49,130,20.48,52.14,6.16,118.89,Muskmelon
3,36,135,21.05,51.07,6.43,132.85,Muskmelon
9,33,131,19.52,52.88,6.12,123.11,Muskmelon
0,31,131,20.47,51.86,6.78,118.85,Muskmelon
7,42,120,17.52,47.43,5.91,121.91,Muskmelon
5,29,138,17.95,53.36,6.24,119.4,Muskmelon
3,31,128,19.1,54.81,6.14,133.31,Muskmelon
1,34,135,18.25,49.55,6.01,118.97,Muskmelon
0,32,124,18.85,46.56,6.22,135.48,Muskmelon
0,39,122,19.29,49.32,6.61,125.62,Muskmelon
2,39,139,21.02,54.95,6.31,123.05,Muskmelon
1,33,139,19.88,49.65,6.21,136.32,Muskmelon
0,41,138,19.64,55.82,6.42,122.67,Muskmelon
0,42,136,19.43,47.93,6.14,133.64,Muskmelon
6,33,123,18.34,50.89,6.01,127.47,Muskmelon
0,44,139,19.69,53.5,6.73,131.06,Muskmelon
0,49,128,19.45,50.2,6.8,135.2,Muskmelon
0,45,131,18.27,53.13,6.16,131.28,Muskmelon
10,36,135,19.13,54.54,6.56,125.91,Muskmelon
0,35,130,20.2,54.38,5.83,126.37,Muskmelon
0,43,131,19.92,50.98,6.59,117.38,Muskmelon
1,32,120,20.22,50.87,6.27,118.15,Muskmelon
0,38,120,18.69,47.68,6.48,134.02,Muskmelon
10,47,134,17.77,50.19,6.75,123.9,Muskmelon
4,37,126,18.65,51.12,6.16,133.89,Muskmelon
3,36,123,20.9,53.71,6.38,134.21,Muskmelon
0,49,130,19.78,51.09,5.88,125.74,Muskmelon
0,33,130,17.62,54.02,6.44,125.47,Muskmelon
0,42,133,19.04,50.66,5.99,132.34,Muskmelon
0,47,130,20.44,50.28,6.35,131.32,Muskmelon
8,49,137,20.97,56.04,6.17,133.06,Muskmelon
0,36,127,17.18,49.18,6.73,121.15,Muskmelon
0,41,122,20.0,46.86,6.26,136.8,Muskmelon
7,31,131,19.33,51.83,5.92,122.0,Muskmelon
0,35,125,19.07,46.53,5.87,136.57,Muskmelon
2,45,134,18.31,47.29,6.23,120.28,Muskmelon
0,37,124,21.04,55.16,6.34,127.49,Muskmelon
0,30,134,20.07,48.02,5.93,131.03,Muskmelon
0,49,133,19.99,50.29,6.08,128.02,Muskmelon
6,40,128,17.77,52.72,6.76,122.1,Muskmelon
1,37,136,18.24,46.47,6.06,118.44,Muskmelon
2,48,128,20.79,47.24,6.28,124.44,Muskmelon
0,41,136,19.53,51.59,5.82,127.27,Muskmelon
0,38,128,20.91,53.83,5.91,128.97,Muskmelon
7,39,121,18.39,51.99,6.55,135.57,Muskmelon
0,31,124,20.88,48.27,6.18,125.39,Muskmelon
0,47,122,20.64,47.36,6.09,119.54,Muskmelon
3,36,133,18.37,49.32,5.98,127.88,Muskmelon
0,32,126,17.9,49.71,6.5,127.2,Muskmelon
0,44,130,20.26,46.57,6.31,123.2,Muskmelon
0,33,120,19.58,49.66,6.43,132.42,Muskmelon
0,38,132,18.63,49.79,6.45,129.76,Muskmelon
0,37,125,17.92,53.8,6.39,134.15,Muskmelon
0,32,139,18.55,56.37,6.75,120.9,Muskmelon
9,42,128,20.35,52.42,5.91,132.2,Muskmelon
3,39,123,17.86,49.56,6.45,128.63,Muskmelon
7,46,119,17.66,51.34,6.68,117.1,Muskmelon
3,32,124,19.61,47.32,6.34,121.25,Muskmelon
0,34,127,18.53,48.06,6.65,125.56,Muskmelon
0,34,121,20.68,53.17,6.55,128.69,Muskmelon
5,46,123,19.46,47.37,5.92,129.87,Muskmelon
2,45,135,20.93,47.67,6.45,126.25,Muskmelon
0,46,134,17.21,54.04,6.65,128.38,Muskmelon
0,47,138,18.81,52.67,6.28,119.69,Muskmelon
0,48,137,21.05,52.2,6.35,133.48,Muskmelon
9,44,122,17.32,46.94,6.01,127.89,Muskmelon
2,41,132,17.92,51.93,6.51,130.68,Muskmelon
0,30,119,19.94,51.85,5.88,127.82,Muskmelon
0,46,131,19.89,55.29,6.81,125.7,Muskmelon
5,37,132,20.46,50.72,6.16,120.63,Muskmelon
0,45,138,19.99,51.11,6.81,130.18,Muskmelon
0,41,121,17.84,49.19,6.38,119.29,Muskmelon
9,38,123,19.67,49.11,6.79,131.46,Muskmelon
10,44,125,18.53,48.55,5.98,128.44,Muskmelon
0,42,132,17.34,51.34,6.78,120.94,Muskmelon
6,45,135,21.12,49.33,5.87,133.5,Muskmelon
10,40,121,18.39,49.1,6.4,122.93,Muskmelon
4,33,134,20.45,49.72,6.32,122.38,Muskmelon
1,44,128,18.03,56.06,6.5,135.0,Muskmelon
4,49,130,19.92,51.09,6.6,120.05,Muskmelon
0,33,131,20.05,47.35,6.54,122.7,Muskmelon
2,46,139,20.36,49.41,6.14,135.86,Muskmelon
0,44,135,19.54,55.28,6.37,117.59,Muskmelon
0,44,125,20.58,49.95,6.57,129.48,Muskmelon
107,72,122,28.1,60.67,5.61,116.53,Apple
94,78,127,29.57,59.45,5.61,112.41,Apple
100,88,119,27.65,56.63,5.57,118.78,Apple
